DrugBankIDLabel,UniProtIDLabel,Interaction
4527,3813,0
5759,1998,0
7249,3317,0
6292,1787,0
3081,926,0
6415,2452,0
73,2665,0
5885,4100,0
921,2854,0
5423,384,0
241,2328,0
3060,2531,0
6439,2201,0
1993,2720,0
1387,1277,0
6901,2199,0
4717,1276,0
5025,1595,0
4618,1290,0
6575,3594,0
3813,2585,0
2181,2803,0
3462,3320,0
5799,1406,0
2579,4242,0
6310,1299,0
3668,562,0
4962,3495,0
4610,1865,0
1259,1215,0
6195,2317,0
6900,2088,0
3662,4645,0
6876,3228,0
3019,568,0
189,1341,0
4710,886,0
1899,519,0
5520,3520,0
7028,1273,0
5774,1041,0
1618,973,0
658,2031,0
7041,3327,0
2997,3472,0
3555,1219,0
6495,897,0
2618,2795,0
1197,4069,0
647,1679,0
4184,857,0
1340,2406,0
3532,2660,0
5514,2985,0
7101,4577,0
5781,1885,0
2011,4568,0
3254,1633,0
1847,4217,0
5830,4748,0
196,533,0
6852,1001,0
1731,622,0
781,3235,0
2077,3403,0
189,154,0
518,1724,0
5149,570,0
6165,2120,0
1596,729,0
248,475,0
2623,2654,0
2628,3435,0
1829,4420,0
3048,4657,0
4853,1170,0
429,4053,0
1394,152,0
5642,2817,0
2612,247,0
6917,230,0
5601,4594,0
5439,1222,0
6872,2645,0
5622,2548,0
5189,3651,0
1072,1708,0
3146,2419,0
5090,3570,0
2356,1979,0
7236,4730,0
5366,881,0
2999,244,0
2257,1957,0
2735,504,0
4279,1722,0
937,3774,0
5868,617,0
1108,3376,0
611,994,0
2353,3577,0
6069,3907,0
4123,504,0
6818,1979,0
2048,1855,0
6774,1193,0
5876,4591,0
6251,1478,0
1692,190,0
6564,3838,0
2772,3551,0
1587,2169,0
3616,2159,0
3890,3159,0
6942,3765,0
6366,3460,0
6671,1474,0
6941,1100,0
5531,1449,0
4880,2996,0
3979,2376,0
5519,1423,0
4826,2791,0
3462,1698,0
5500,1504,0
2776,3774,0
7030,3620,0
2368,2985,0
421,2180,0
2045,1616,0
4166,485,0
471,965,0
3960,4369,0
7208,3985,0
6253,2544,0
2560,3222,0
195,2950,0
3073,3514,0
477,2631,0
6359,235,0
92,3702,0
5666,2750,0
3718,2661,0
4478,303,0
4381,470,0
1907,732,0
5205,1294,0
3635,1158,0
4020,1556,0
2091,4407,0
6529,2511,0
3852,1059,0
7130,2489,0
4885,559,0
3407,2774,0
3269,1986,0
146,3612,0
5705,750,0
2407,2902,0
1850,561,0
2468,918,0
169,364,0
2969,960,0
1452,603,0
2294,2641,0
5499,151,0
2305,4476,0
1985,442,0
7277,2920,0
3007,2075,0
3864,3280,0
3256,2568,0
6299,4197,0
286,2803,0
2889,3515,0
389,2582,0
884,4617,0
3220,2046,0
3972,3073,0
255,1181,0
3530,3202,0
2644,716,0
3287,1451,0
1058,2917,0
1460,3780,0
1681,3371,0
6216,2088,0
1020,2224,0
6851,447,0
3970,520,0
2416,4707,0
4488,2655,0
3061,4207,0
1221,2132,0
5479,688,0
1523,3631,0
993,2045,0
4482,2078,0
5312,4071,0
4833,4158,0
2524,3360,0
4454,289,0
2739,2362,0
207,2506,0
4154,1195,0
557,3400,0
2791,1390,0
4237,3881,0
6583,3614,0
6569,1524,0
2135,3823,0
7326,1413,0
3967,25,0
4107,2559,0
4735,1779,0
7032,3015,0
2865,952,0
4507,4467,0
357,2741,0
3564,4715,0
4585,175,0
6810,2331,0
7287,2360,0
5105,3659,0
2641,496,0
191,3593,0
3812,4307,0
1885,4698,0
2221,3105,0
548,3333,0
5505,3485,0
7021,4141,0
6976,4635,0
7342,976,0
2654,2816,0
2191,1474,0
1499,1489,0
4792,1970,0
4972,3938,0
395,4654,0
7115,2502,0
830,4705,0
4863,984,0
7013,4215,0
658,1304,0
2478,1052,0
630,919,0
91,938,0
6510,3991,0
1989,2389,0
411,1981,0
695,4247,0
2977,3035,0
5290,2596,0
5854,1059,0
6974,1199,0
3143,2357,0
5214,2230,0
6639,287,0
895,955,0
5370,2535,0
48,872,0
6087,3566,0
464,1349,0
4495,3809,0
6087,356,0
462,3293,0
1512,4144,0
3255,2997,0
1,3304,0
4692,506,0
1094,1610,0
1404,3406,0
6091,3256,0
4241,1591,0
814,2816,0
6097,841,0
1678,1905,0
4717,1529,0
7274,3549,0
3885,4690,0
2070,1051,0
5924,2544,0
4388,633,0
5487,137,0
563,4619,0
1947,2564,0
6119,1092,0
7336,2736,0
3330,4514,0
5197,239,0
201,4075,0
6438,580,0
5177,3560,0
869,188,0
2502,2012,0
5767,520,0
1049,52,0
685,4319,0
3562,4455,0
542,486,0
6499,2648,0
5004,928,0
4114,15,0
1150,1790,0
522,3807,0
6223,4176,0
7287,181,0
43,1931,0
3703,1647,0
7261,4595,0
6911,1167,0
3608,1557,0
2579,4229,0
2170,4257,0
1764,1738,0
6555,2101,0
5555,4532,0
6964,3863,0
188,1693,0
3946,1158,0
944,2024,0
2802,2875,0
5124,1273,0
2155,284,0
4840,779,0
6796,2740,0
591,4043,0
5028,4553,0
1374,1579,0
5469,4482,0
3904,3699,0
1286,4126,0
821,4059,0
5757,3689,0
3723,1837,0
7192,4409,0
275,124,0
5546,190,0
6938,2856,0
3471,2505,0
88,374,0
1524,19,0
4325,4535,0
82,3615,0
2225,4132,0
2655,2149,0
3769,4263,0
5444,4666,0
3924,710,0
6201,3398,0
3728,482,0
6185,1903,0
431,2169,0
674,385,0
5306,1831,0
1797,3162,0
2011,3134,0
2885,2229,0
1283,4660,0
2914,1335,0
4339,4560,0
6528,3624,0
5214,358,0
1909,1755,0
358,1674,0
714,4453,0
7146,2808,0
2157,1190,0
6802,2502,0
291,341,0
6351,1671,0
2345,1490,0
5323,1079,0
4347,1152,0
1752,3516,0
4432,1956,0
5975,2040,0
4107,1943,0
1922,3732,0
1389,4076,0
5614,2287,0
5294,76,0
1829,464,0
6017,4645,0
1337,3444,0
2155,4219,0
2839,2475,0
292,4350,0
3939,861,0
104,222,0
5417,58,0
4,322,0
5428,3828,0
1008,1764,0
5164,177,0
7362,3866,0
638,3956,0
6542,4203,0
849,2614,0
6095,1297,0
1398,4205,0
3480,3966,0
6146,1145,0
3405,212,0
3497,597,0
7136,4617,0
4106,4057,0
4692,4730,0
4991,1669,0
2674,1823,0
3015,898,0
3878,615,0
1747,2423,0
2587,700,0
7347,3648,0
1362,168,0
2065,3139,0
6037,1744,0
4755,4209,0
6346,65,0
2278,3533,0
6529,3450,0
5428,4344,0
2080,4049,0
1922,586,0
6787,3588,0
2831,4742,0
1473,4500,0
1591,832,0
370,4520,0
281,1692,0
3751,1631,0
3245,1242,0
5561,1376,0
3089,4703,0
6527,888,0
3387,603,0
1511,135,0
2874,1002,0
2589,48,0
4055,925,0
953,260,0
1607,2221,0
7237,3629,0
1588,2732,0
1161,2181,0
1751,1267,0
4134,2071,0
4353,439,0
743,2084,0
4678,3606,0
1370,3683,0
7200,3182,0
6628,3918,0
4386,445,0
5673,358,0
3731,4337,0
6132,3503,0
4550,4208,0
5849,2662,0
3456,4411,0
6140,871,0
5549,1278,0
2870,2325,0
6063,3050,0
191,1227,0
1527,1882,0
5947,4695,0
5393,1499,0
3347,1232,0
21,2330,0
2691,4727,0
5565,4498,0
2660,2070,0
3862,3282,0
1959,3991,0
113,2546,0
1355,3300,0
5382,2673,0
2532,4556,0
3509,2624,0
4870,415,0
4972,4192,0
3189,3865,0
5201,4463,0
6926,1781,0
4712,3062,0
302,4359,0
6163,4076,0
5275,3339,0
1993,838,0
4889,25,0
5124,1848,0
5126,1158,0
2466,3350,0
4133,4568,0
6645,1096,0
4121,4493,0
3882,2191,0
5753,2072,0
5922,3142,0
4527,1828,0
1421,1661,0
5266,2125,0
5714,4429,0
2005,2286,0
4395,3816,0
3196,2280,0
3473,3931,0
1242,4599,0
376,1129,0
1574,747,0
6161,2881,0
3467,3356,0
5995,4140,0
6086,1320,0
7022,704,0
3883,872,0
4433,1882,0
463,4637,0
7128,1139,0
4091,2342,0
3460,883,0
7330,604,0
2647,1346,0
3992,2438,0
976,1636,0
3948,4674,0
7218,879,0
526,3490,0
1825,2843,0
1980,4563,0
207,4539,0
6769,1439,0
2768,158,0
5893,783,0
1170,4404,0
2005,2503,0
2065,1747,0
622,2406,0
60,1651,0
249,241,0
3860,3737,0
1094,4031,0
1759,4646,0
3678,4034,0
1113,4656,0
561,740,0
4677,616,0
501,2677,0
3259,2406,0
1870,2583,0
3226,990,0
4733,319,0
2048,2579,0
1048,1926,0
1243,4274,0
2996,1623,0
2579,148,0
6590,3685,0
4069,683,0
1457,4690,0
294,4057,0
2728,2122,0
1505,1264,0
6929,3204,0
5629,2731,0
5343,1682,0
6846,3741,0
6175,873,0
4849,3126,0
1842,1196,0
1905,4039,0
2243,3609,0
3500,3337,0
5918,2832,0
3105,3786,0
1539,1602,0
3808,4601,0
5930,3282,0
4314,4626,0
3423,3692,0
5539,4013,0
5599,1461,0
4505,3769,0
2995,849,0
2437,3668,0
195,2633,0
5903,2782,0
71,2569,0
642,1238,0
4932,2216,0
6508,2587,0
1281,4003,0
1313,4366,0
5495,307,0
7321,1387,0
5712,1264,0
1055,4732,0
4456,447,0
318,781,0
1336,1880,0
2307,1333,0
3793,2524,0
4803,1763,0
6579,85,0
986,2378,0
2881,3779,0
4470,4664,0
6844,204,0
1335,274,0
3102,2483,0
1447,4205,0
880,243,0
5062,1932,0
539,280,0
3530,460,0
3132,2029,0
1634,2529,0
4728,777,0
3248,3420,0
2241,4238,0
3920,4707,0
5428,3433,0
2346,1564,0
6838,2156,0
424,1963,0
1348,2669,0
777,1873,0
3155,1785,0
2267,887,0
215,2338,0
2253,2534,0
4490,885,0
4235,1247,0
6482,1648,0
6908,2141,0
982,3880,0
1708,2112,0
21,941,0
6524,303,0
5243,2104,0
3061,1906,0
5130,3410,0
6871,1494,0
6225,2679,0
3915,1888,0
2212,4229,0
2317,4414,0
2651,4170,0
3494,2315,0
2777,1470,0
1288,1724,0
3267,3004,0
5416,519,0
1850,410,0
766,1222,0
333,4351,0
6276,2285,0
296,3418,0
5766,4023,0
784,2482,0
3492,4563,0
5282,1697,0
4428,2849,0
3807,198,0
5030,1691,0
3480,306,0
5128,2551,0
4699,794,0
3929,2335,0
7295,4161,0
7124,3081,0
3381,3098,0
7154,1638,0
7006,923,0
2773,3976,0
4829,2860,0
73,2111,0
4959,286,0
2257,2137,0
6422,510,0
6888,2005,0
1585,1290,0
6307,2635,0
6857,3211,0
333,3004,0
3707,123,0
2662,4576,0
4467,1112,0
5449,3316,0
5390,4310,0
6132,3890,0
5437,4457,0
5906,3336,0
2794,2883,0
6935,2771,0
5874,2823,0
6571,1027,0
5026,59,0
521,2072,0
6742,2270,0
104,860,0
794,809,0
2644,2491,0
6473,405,0
6792,1058,0
1114,2424,0
1775,255,0
3771,2699,0
3457,3305,0
6700,3825,0
83,791,0
4048,312,0
7054,1820,0
6119,1804,0
5664,3070,0
5291,2139,0
792,2478,0
6041,871,0
1681,1153,0
2064,2995,0
6944,4702,0
5831,4094,0
2820,3328,0
1792,3773,0
5463,2435,0
268,2897,0
4826,4101,0
6239,1618,0
3950,21,0
7043,5,0
1250,3753,0
2511,1794,0
553,282,0
1531,2403,0
6593,2103,0
5598,3266,0
1066,3369,0
4388,115,0
224,2768,0
2713,442,0
5088,1436,0
860,2748,0
2024,3978,0
6176,733,0
5063,2517,0
6706,376,0
7236,4556,0
5445,896,0
4914,1410,0
6391,1196,0
4971,104,0
6694,755,0
2288,7,0
4784,4175,0
6820,3018,0
1275,4262,0
273,3914,0
3797,1565,0
751,1693,0
3883,650,0
5134,3073,0
3546,2794,0
7102,2450,0
261,2876,0
2930,2723,0
5260,874,0
5726,3962,0
853,2716,0
5069,3252,0
620,3583,0
255,4403,0
78,237,0
3359,2511,0
7304,493,0
6737,2040,0
2864,2375,0
6565,2449,0
3868,3956,0
7018,3714,0
5770,338,0
2607,3368,0
1533,1003,0
4022,4133,0
2365,2995,0
1943,3155,0
1176,612,0
2333,1449,0
5650,4128,0
6371,1876,0
7311,1290,0
3375,3876,0
1116,2727,0
135,230,0
459,650,0
4037,1181,0
6170,4220,0
6002,2081,0
4901,4050,0
6092,2390,0
274,3892,0
4196,1236,0
4424,2797,0
1900,669,0
3892,1506,0
1636,3176,0
539,3996,0
6564,1594,0
2019,1188,0
1905,1319,0
2201,4211,0
2757,2776,0
221,890,0
4873,1004,0
4079,1798,0
4563,301,0
6210,944,0
5111,875,0
1679,4363,0
465,3059,0
7215,3594,0
543,2080,0
2631,2648,0
4301,4761,0
7085,475,0
4820,1725,0
2983,2732,0
6545,3969,0
289,1413,0
5042,4262,0
3,3148,0
3021,3599,0
7111,1744,0
4077,3605,0
7003,763,0
5470,2548,0
1200,3073,0
6994,2542,0
6173,409,0
4257,352,0
4232,4024,0
3351,4241,0
4014,4368,0
4320,283,0
6815,2042,0
6765,4626,0
4917,3631,0
3291,218,0
5317,1996,0
6861,2085,0
4214,2077,0
4959,4099,0
7355,3289,0
7321,813,0
1258,1398,0
5502,2153,0
879,1739,0
4047,3589,0
638,197,0
6220,29,0
3063,1019,0
1097,2637,0
4725,4431,0
3826,3999,0
345,4698,0
1910,2060,0
3754,3512,0
6111,2357,0
3031,4386,0
4616,965,0
6010,4165,0
6442,2842,0
5873,3170,0
6923,448,0
4391,1591,0
5654,4323,0
1313,3842,0
7296,624,0
297,1836,0
3815,2890,0
5240,1625,0
1996,2863,0
1928,1348,0
6323,1280,0
6127,3340,0
5266,3777,0
3245,1331,0
6053,4147,0
2246,697,0
6119,4244,0
4836,3370,0
7181,1534,0
3061,736,0
3890,2427,0
5943,2416,0
4769,873,0
3735,70,0
3129,2980,0
3625,1617,0
6522,3918,0
2251,4686,0
582,2298,0
482,75,0
4539,401,0
6284,930,0
2840,1755,0
6594,3140,0
167,2823,0
845,268,0
4991,2685,0
7057,2176,0
1758,1162,0
2768,522,0
623,2040,0
147,1874,0
5381,248,0
2843,61,0
1030,4514,0
3646,4219,0
5562,1678,0
456,2708,0
3298,826,0
4823,36,0
1346,2162,0
5401,471,0
4840,3783,0
3786,3654,0
6150,3629,0
1261,207,0
2792,4642,0
4714,21,0
6479,4496,0
4459,4510,0
1767,2866,0
2959,3793,0
1570,1033,0
2114,2566,0
2738,3725,0
4579,1847,0
652,202,0
10,3802,0
4398,3858,0
5474,3400,0
1007,2909,0
1366,1733,0
5871,2599,0
6179,3187,0
1286,2467,0
5486,2772,0
2401,4398,0
7046,653,0
1301,2037,0
2175,2908,0
543,4309,0
797,3661,0
6483,1454,0
2367,13,0
2382,4558,0
3816,2166,0
4219,3798,0
2612,4748,0
819,3918,0
158,760,0
1466,1188,0
873,828,0
5837,102,0
5316,1425,0
6946,3326,0
3045,2845,0
560,3063,0
2751,505,0
3694,1814,0
191,2335,0
1196,4490,0
2883,24,0
3211,2119,0
4606,2228,0
4215,4397,0
993,1478,0
5706,3295,0
472,3558,0
5193,153,0
4921,1541,0
7357,4165,0
1523,1801,0
5478,3367,0
189,2337,0
6013,2206,0
4601,2020,0
4896,386,0
4634,3043,0
3368,1784,0
6087,4130,0
3543,958,0
2762,1456,0
5706,3396,0
1802,1139,0
732,1984,0
6813,1885,0
4599,2314,0
6676,3827,0
7256,640,0
991,109,0
4343,1864,0
596,2752,0
2960,3859,0
5275,3667,0
2390,1930,0
4933,4033,0
2100,4649,0
6082,2258,0
184,3803,0
2832,313,0
4768,4752,0
469,3850,0
5094,4487,0
2450,2855,0
4058,2663,0
2443,764,0
4453,2579,0
2897,3288,0
4109,575,0
802,1404,0
4675,3757,0
4402,2785,0
5921,2991,0
6445,3032,0
1048,3607,0
300,34,0
3784,465,0
1260,3638,0
1132,4475,0
570,3765,0
324,1760,0
2923,1795,0
5632,1597,0
2455,3728,0
3199,1131,0
1964,4762,0
4057,4065,0
6725,1828,0
906,2234,0
371,4721,0
2528,4634,0
5459,2154,0
3655,2543,0
440,4094,0
1901,2005,0
1570,1405,0
7333,4327,0
3702,2166,0
5468,4375,0
6412,199,0
293,841,0
4527,4695,0
4623,4228,0
6319,4710,0
2619,580,0
4028,3855,0
3013,2254,0
1982,2944,0
5650,515,0
3485,1592,0
911,2710,0
7271,796,0
3950,509,0
1715,4022,0
157,3483,0
4569,3685,0
6652,3907,0
5404,1980,0
6930,1502,0
3410,4718,0
4692,644,0
801,2838,0
741,3338,0
6486,1992,0
6917,4377,0
4430,1554,0
6071,4659,0
6620,981,0
5324,650,0
4890,1758,0
7099,784,0
505,1542,0
4149,3888,0
4831,211,0
7273,2320,0
3853,1556,0
854,2934,0
5455,4703,0
1756,2634,0
3559,2976,0
1217,3682,0
774,175,0
103,4610,0
5956,416,0
6396,3200,0
4500,3233,0
3341,3559,0
21,3195,0
3040,4503,0
6126,2121,0
7087,1107,0
6209,2471,0
5508,4758,0
2002,639,0
6883,3818,0
2166,4476,0
5208,1319,0
6880,1132,0
4806,1106,0
6080,108,0
1940,2502,0
5412,2412,0
3407,2730,0
799,3033,0
3063,1688,0
4217,3676,0
3211,3570,0
2204,1725,0
2318,1188,0
6149,1636,0
2538,4070,0
3827,1664,0
4969,1349,0
2560,3704,0
5313,2564,0
5579,1455,0
505,750,0
761,887,0
249,4311,0
3429,3391,0
721,2827,0
4300,1938,0
1735,1731,0
5655,4616,0
6030,2563,0
2119,1550,0
2211,1207,0
6860,814,0
865,2759,0
6125,979,0
869,3692,0
3832,247,0
343,2299,0
4510,811,0
6796,3966,0
5479,567,0
1354,1058,0
2621,1467,0
773,3251,0
3552,3603,0
1068,2413,0
5479,4702,0
6976,1227,0
6670,4696,0
4776,4510,0
3455,3820,0
6746,1328,0
1850,4282,0
6433,4291,0
985,2179,0
170,1837,0
881,4367,0
4665,454,0
6951,3026,0
3858,1337,0
7203,2383,0
6944,3428,0
2768,4723,0
2056,2425,0
7134,2079,0
7072,4424,0
2222,1358,0
5449,2675,0
5092,48,0
256,4417,0
3668,2926,0
3281,4467,0
6790,2772,0
122,2815,0
4137,3584,0
3613,2314,0
4889,4527,0
3716,1261,0
7220,2384,0
38,3843,0
3308,4105,0
4357,4352,0
390,1713,0
6627,3423,0
6362,1574,0
6540,4582,0
4204,4208,0
6220,232,0
1844,1991,0
4403,3346,0
6564,4271,0
3654,4735,0
5990,3989,0
3294,1883,0
2526,1602,0
669,3953,0
1163,1259,0
4190,469,0
4932,2948,0
2768,2080,0
6528,4055,0
6133,3842,0
5057,3014,0
3640,373,0
3728,2396,0
4796,2367,0
3785,197,0
2556,1253,0
392,1193,0
7084,3434,0
1367,1762,0
2115,3478,0
393,3985,0
6051,1635,0
3252,560,0
2649,1139,0
647,1373,0
3253,89,0
6902,1172,0
3007,3466,0
6943,3569,0
6040,3972,0
493,4209,0
3530,1023,0
3763,3937,0
2831,269,0
1675,1567,0
342,4386,0
638,1171,0
1965,4103,0
3657,2979,0
1195,4460,0
1610,3616,0
2636,2171,0
4898,4059,0
6590,4066,0
5831,3215,0
2114,1015,0
1799,4414,0
1544,984,0
3531,4062,0
6392,1075,0
223,2706,0
3065,3358,0
3903,3665,0
735,682,0
1439,4197,0
5748,4141,0
7120,1777,0
6308,3539,0
6984,3198,0
5293,325,0
3001,1709,0
270,1672,0
5277,2823,0
4457,264,0
4280,1309,0
6735,4225,0
1794,3139,0
4556,1426,0
7082,4084,0
6778,2731,0
7257,1800,0
3663,2618,0
6646,326,0
2240,2500,0
576,1790,0
6661,4657,0
1434,4571,0
1159,3201,0
2040,2514,0
6907,1459,0
1217,4666,0
3852,1899,0
2602,4206,0
4198,1973,0
6956,983,0
5526,1886,0
7202,1627,0
4689,4678,0
2601,1547,0
5080,3137,0
2408,1583,0
4569,2301,0
3712,2644,0
942,725,0
5371,3958,0
3290,279,0
2970,4336,0
3680,247,0
564,2028,0
4578,4672,0
4577,295,0
2546,1031,0
5630,3152,0
4631,2656,0
2287,2013,0
829,149,0
4382,3475,0
157,561,0
7024,457,0
3895,2663,0
2904,1324,0
4979,3577,0
3358,2557,0
3142,477,0
7341,4026,0
6174,3195,0
7097,3263,0
3338,2019,0
2633,2483,0
4490,1370,0
6858,4513,0
833,650,0
3078,1664,0
596,1322,0
4145,737,0
1562,2130,0
6897,1453,0
3565,4538,0
3769,1791,0
3694,449,0
4740,502,0
6033,1429,0
4931,562,0
2290,2747,0
3786,2082,0
2699,1318,0
4235,4140,0
6470,1634,0
909,2180,0
4529,3085,0
2377,341,0
343,2207,0
6257,1989,0
614,1670,0
3897,1514,0
3726,4452,0
4148,4526,0
775,1722,0
4503,3642,0
5480,2006,0
999,1842,0
2016,1644,0
3448,2866,0
7194,3411,0
1120,1333,0
209,2927,0
861,3207,0
6607,2687,0
1596,1094,0
3539,2797,0
3430,2415,0
5817,1976,0
6630,886,0
84,2563,0
3100,2451,0
3899,4596,0
550,3,0
3080,397,0
5508,1754,0
4475,3621,0
2492,3062,0
3244,2707,0
2065,52,0
2312,4462,0
6203,2443,0
5553,3431,0
4835,2230,0
3193,2588,0
6246,3593,0
5303,4085,0
5231,3118,0
1987,842,0
1348,3535,0
6446,2841,0
5929,1678,0
1395,1642,0
331,3446,0
5715,1164,0
3747,4331,0
6453,1428,0
511,469,0
841,1433,0
346,2004,0
4386,1065,0
4166,2992,0
2965,2926,0
3254,1421,0
2187,2952,0
864,3149,0
2787,4120,0
4129,876,0
2813,3532,0
727,4755,0
2240,4437,0
3370,739,0
6100,2445,0
6438,3558,0
1834,4694,0
4431,1621,0
6866,1610,0
167,713,0
5263,2917,0
1387,3755,0
1638,365,0
5005,3185,0
2832,341,0
3382,1161,0
5149,1399,0
3389,4038,0
3151,1365,0
99,4004,0
446,1325,0
4553,3976,0
4697,2304,0
3645,237,0
4757,1192,0
3609,4370,0
869,4380,0
6592,4713,0
456,4324,0
698,1336,0
6214,3608,0
1206,2663,0
4069,2995,0
3832,2437,0
3619,3179,0
971,1939,0
2076,3371,0
1635,3322,0
6838,430,0
4841,2226,0
2944,488,0
5250,3128,0
4180,561,0
3552,4225,0
5749,3568,0
5263,2498,0
4821,1646,0
4183,1238,0
3839,1040,0
662,3413,0
698,152,0
2364,2032,0
1494,2782,0
6161,2395,0
3907,2959,0
5352,3150,0
3930,2832,0
1937,4124,0
1198,559,0
226,2115,0
1209,3174,0
5551,1113,0
1385,3909,0
2680,2925,0
257,3088,0
3454,2875,0
4981,3825,0
3239,2335,0
3566,226,0
2356,931,0
6738,3255,0
1692,2966,0
3501,3754,0
3004,3559,0
27,1370,0
2705,1193,0
5493,2692,0
3273,2845,0
6732,1602,0
3527,168,0
5434,1020,0
436,3731,0
5917,2121,0
4690,36,0
3142,1910,0
3708,955,0
7248,3747,0
90,4063,0
4620,189,0
5818,199,0
2707,2638,0
4680,2642,0
73,417,0
1595,3666,0
2335,1253,0
5739,4669,0
1972,84,0
5107,2997,0
7272,1187,0
5736,4549,0
2186,4231,0
2666,4530,0
4135,3807,0
1884,2309,0
2604,2693,0
4971,4462,0
2937,3435,0
5077,2353,0
1505,4122,0
4727,4630,0
4509,1187,0
6759,1529,0
1569,1591,0
2724,453,0
4001,2774,0
6719,4718,0
2696,1381,0
1100,2924,0
1696,570,0
2830,454,0
6155,1735,0
6409,3677,0
7139,1056,0
1961,2343,0
6655,4090,0
427,1186,0
1368,1896,0
5447,1840,0
1085,4010,0
1871,1450,0
3607,996,0
6849,4353,0
4563,1107,0
3581,4286,0
2236,1164,0
3465,951,0
1774,1096,0
774,4436,0
856,1961,0
2246,1423,0
1332,415,0
4257,2685,0
6589,288,0
5709,2062,0
6238,2393,0
3287,189,0
5447,808,0
1118,1260,0
4975,4077,0
4578,4596,0
6633,394,0
6114,4319,0
1650,861,0
6250,1820,0
762,424,0
3984,4355,0
3639,132,0
1039,1815,0
4304,1215,0
1626,4158,0
6733,1524,0
473,3840,0
1017,361,0
2817,537,0
7324,3923,0
5224,3884,0
5683,1997,0
2923,717,0
5593,1662,0
3012,873,0
6581,1950,0
7167,3884,0
4508,2727,0
6146,4073,0
6315,3552,0
865,3495,0
5262,1010,0
3983,2408,0
1039,1107,0
3171,2245,0
2263,214,0
1761,3423,0
6474,1725,0
5582,3460,0
545,4029,0
3714,3703,0
3866,3719,0
75,650,0
6842,755,0
3637,4132,0
2463,3931,0
340,1922,0
3702,961,0
2188,2881,0
4536,2043,0
5550,3079,0
7111,20,0
6950,573,0
1971,2993,0
476,2323,0
6717,3673,0
916,1922,0
2216,491,0
2402,2540,0
1389,579,0
464,43,0
2084,3471,0
2652,3008,0
1392,3713,0
6531,3327,0
5368,815,0
4108,2698,0
6698,2542,0
3028,1976,0
509,3515,0
6393,244,0
1786,940,0
3689,4267,0
1139,2671,0
414,1989,0
2878,2684,0
314,4346,0
7201,3645,0
623,417,0
5637,2197,0
1494,2366,0
4960,2186,0
6366,1357,0
5715,280,0
840,1217,0
2657,3458,0
4822,2808,0
3829,2381,0
5663,2990,0
2288,86,0
4890,1237,0
5737,148,0
7188,2419,0
228,609,0
2726,3866,0
6155,2621,0
4779,2377,0
6514,871,0
2508,2059,0
2900,2688,0
5396,3911,0
2530,2030,0
2151,711,0
2286,199,0
566,190,0
5278,258,0
1343,3615,0
4529,814,0
6654,304,0
382,4469,0
3059,1134,0
536,3838,0
1405,3674,0
3,2967,0
145,1883,0
7151,2990,0
375,947,0
5973,2351,0
1196,1199,0
6460,3031,0
5904,3128,0
546,4398,0
4875,2122,0
5218,2675,0
1611,2386,0
6662,2382,0
3105,1483,0
2837,922,0
4852,4464,0
4363,204,0
4646,3838,0
1099,3056,0
5130,3638,0
1721,2679,0
2386,3218,0
2479,1919,0
4680,4410,0
1795,670,0
1147,1530,0
6840,481,0
1687,2021,0
3354,3113,0
6581,4481,0
2323,1883,0
1372,4139,0
3867,1435,0
1478,3563,0
4046,384,0
613,4356,0
3976,4427,0
5084,2173,0
2556,1733,0
619,1347,0
6457,1148,0
549,3310,0
1368,2110,0
1384,1947,0
207,3931,0
5909,2802,0
5801,42,0
4358,2566,0
1377,3187,0
1062,3704,0
5136,2240,0
2022,857,0
3426,4604,0
1806,3417,0
5410,4396,0
6765,813,0
4902,51,0
178,2993,0
4820,3029,0
6808,1478,0
2141,2026,0
3129,12,0
4155,3219,0
7295,934,0
5384,3724,0
7052,1008,0
393,152,0
95,4373,0
6359,3675,0
340,4172,0
5329,2455,0
3663,4639,0
833,3934,0
112,404,0
6846,3486,0
4407,1789,0
2683,4436,0
7306,1818,0
6077,2727,0
4747,4726,0
1883,2868,0
6236,1581,0
5213,3738,0
7357,343,0
4494,2543,0
6961,4517,0
7308,1084,0
4219,1517,0
7332,363,0
901,1367,0
1877,2718,0
6117,862,0
3511,3129,0
3250,1970,0
3705,4164,0
772,435,0
3288,2215,0
785,1892,0
4616,417,0
2950,3651,0
2066,2700,0
7220,882,0
1776,2904,0
3845,1160,0
3882,1197,0
4385,3994,0
3730,2063,0
4322,3133,0
5084,964,0
1912,3246,0
5033,3899,0
4829,428,0
1092,3316,0
5979,3347,0
1333,2646,0
4347,2401,0
970,3469,0
3624,2159,0
169,2781,0
839,430,0
1316,1833,0
339,2147,0
6456,3984,0
4517,2079,0
3419,1223,0
5238,3437,0
540,4599,0
5840,1923,0
4066,3456,0
4465,4652,0
1236,2697,0
4820,2208,0
6850,4246,0
2360,3995,0
7243,3103,0
3752,4731,0
3522,1587,0
7120,3156,0
3469,4375,0
1725,4386,0
5145,1719,0
2680,1339,0
2216,739,0
1777,1933,0
1671,1368,0
5980,3860,0
2744,4468,0
3407,2432,0
6391,190,0
3018,2567,0
867,2071,0
2011,2869,0
4962,4486,0
2415,3979,0
5784,2795,0
2766,948,0
6847,3145,0
5525,1167,0
4240,2512,0
2641,507,0
3262,1818,0
4309,1327,0
1306,2311,0
4569,4492,0
4553,1992,0
216,323,0
705,322,0
5357,3058,0
