DrugBankIDLabel,UniProtIDLabel,Interaction
2051,2608,1
876,1087,1
5811,4018,1
5811,2662,1
5811,2213,1
2089,1106,1
2089,802,1
2089,2841,1
1806,3154,1
3783,4502,1
3783,4400,1
3783,1191,1
3783,1658,1
3783,662,1
3783,3242,1
3783,2998,1
3783,1082,1
3783,4567,1
6184,2013,1
7323,679,1
7323,958,1
2539,3571,1
1297,3208,1
13,2304,1
13,4464,1
13,3920,1
13,3796,1
1682,2592,1
1306,61,1
632,1513,1
632,2997,1
632,113,1
632,2844,1
632,4375,1
632,3818,1
632,2404,1
632,2927,1
632,2084,1
632,4171,1
632,2886,1
632,3298,1
632,2080,1
632,3154,1
632,2867,1
632,4241,1
871,3340,1
5215,1143,1
5215,1067,1
6833,3535,1
6833,2126,1
4327,525,1
3628,1037,1
4012,4482,1
1987,3124,1
1987,4585,1
691,4049,1
2856,2592,1
7088,3918,1
3009,1955,1
1261,2894,1
1261,3901,1
100,3325,1
6850,1070,1
6318,1114,1
1474,2841,1
1474,392,1
3508,4243,1
4926,1513,1
2081,7,1
1299,2535,1
1036,63,1
1036,3006,1
5903,3918,1
5903,1228,1
7093,1753,1
4978,1148,1
2050,463,1
2335,582,1
1668,232,1
4459,2849,1
297,1593,1
297,2518,1
733,635,1
6963,3309,1
6963,4275,1
1726,2189,1
1868,4466,1
4133,3495,1
2978,61,1
3699,1880,1
1818,4200,1
6797,4018,1
4022,4752,1
7022,63,1
7022,696,1
7022,4220,1
7022,11,1
1844,2101,1
3151,4049,1
3343,4058,1
2320,4721,1
2850,1886,1
1394,1302,1
1394,2535,1
4051,2002,1
6125,1839,1
6125,1014,1
7272,4669,1
5958,2892,1
5958,1547,1
5224,2006,1
5224,1993,1
5111,2492,1
2100,748,1
6068,4463,1
6068,2750,1
5200,2608,1
723,2545,1
723,3818,1
723,3555,1
6874,204,1
6874,3211,1
6874,1412,1
6874,85,1
6874,2381,1
6703,2197,1
852,1370,1
852,2518,1
852,2101,1
5908,2569,1
2460,525,1
3158,873,1
4574,4001,1
859,4466,1
6119,2349,1
3713,1707,1
3713,3217,1
3713,2229,1
3713,1108,1
1490,2468,1
1270,2600,1
6969,4243,1
6969,3039,1
6969,2038,1
6872,1513,1
846,2931,1
1008,3157,1
1242,27,1
5700,2304,1
1961,27,1
729,3211,1
275,1404,1
3914,2858,1
3914,1217,1
5671,1292,1
4751,4018,1
6264,2355,1
1459,3010,1
387,635,1
1511,2189,1
3874,876,1
1241,2155,1
3590,4080,1
6219,1333,1
2106,3833,1
6478,972,1
6012,4737,1
1082,656,1
1347,3873,1
1933,1394,1
1933,4282,1
1882,3389,1
6995,2757,1
6995,3669,1
2118,27,1
5227,736,1
467,913,1
2588,3073,1
2588,1020,1
5529,1839,1
6683,494,1
6683,1183,1
6683,1973,1
6683,2795,1
6683,1453,1
6683,3583,1
6683,2386,1
5503,3211,1
5503,2209,1
5503,1087,1
3157,2033,1
3157,636,1
3157,2662,1
3157,2759,1
2808,563,1
4590,1753,1
3939,4482,1
4600,61,1
2529,4008,1
3188,2304,1
2372,2013,1
6109,99,1
6109,298,1
3392,2721,1
3392,790,1
3392,4038,1
320,4124,1
4835,1485,1
4723,1839,1
4723,1014,1
5568,2412,1
2841,2244,1
6692,3323,1
2357,3571,1
4736,1263,1
4736,1111,1
4736,1662,1
6994,2507,1
4008,4491,1
6643,3031,1
2489,3797,1
1101,2569,1
4239,2079,1
4239,3033,1
4239,1535,1
4239,2529,1
4239,3713,1
4239,1605,1
4239,4665,1
4239,2164,1
4239,224,1
4239,2599,1
4239,2621,1
4239,2078,1
4239,3974,1
4239,1169,1
2328,981,1
385,2033,1
6341,1123,1
6341,3338,1
2801,913,1
668,4266,1
3663,4740,1
3184,4361,1
3184,1835,1
1679,392,1
5100,2837,1
5100,1237,1
3881,3031,1
7276,2961,1
1573,54,1
1630,3868,1
542,913,1
1497,2645,1
840,2912,1
5792,3462,1
5792,1839,1
5792,1810,1
2791,2860,1
2791,2262,1
2477,4474,1
2477,4597,1
5394,1763,1
25,2006,1
25,4708,1
6600,3079,1
6600,3419,1
6600,3189,1
6733,2979,1
615,1173,1
806,4440,1
1455,61,1
6667,1839,1
6903,204,1
5495,3090,1
6036,3495,1
4204,2674,1
425,3384,1
425,4006,1
5470,2465,1
1822,1292,1
4377,2592,1
905,1839,1
1137,590,1
2358,4050,1
5902,4357,1
5902,3032,1
5294,4049,1
4627,4124,1
1417,1548,1
2230,1106,1
6621,2213,1
6621,2674,1
6364,3010,1
1454,1353,1
2454,27,1
6208,582,1
6208,2396,1
1017,748,1
3737,635,1
5546,3220,1
3003,2688,1
2832,193,1
6199,4124,1
6199,4669,1
6199,1732,1
6199,3567,1
3133,4245,1
2340,2533,1
1437,2416,1
1437,2033,1
1437,2063,1
1437,2759,1
4904,2349,1
4904,3495,1
5952,3571,1
597,1693,1
597,2441,1
597,335,1
597,54,1
5738,2101,1
6252,3154,1
412,1227,1
634,1864,1
634,102,1
634,2987,1
634,1313,1
634,4122,1
634,364,1
634,2365,1
634,2187,1
634,1954,1
634,761,1
634,1397,1
4728,1548,1
3413,47,1
5748,4003,1
5748,3471,1
5748,3154,1
3180,1886,1
3010,635,1
1233,1137,1
1233,109,1
1233,2304,1
1233,2566,1
1233,1788,1
1233,3281,1
1233,2941,1
1233,3728,1
1233,2401,1
1233,4740,1
1233,2001,1
1233,3308,1
1233,3817,1
1233,2071,1
1233,4464,1
1233,4175,1
1233,1549,1
1233,3876,1
1233,3920,1
1233,3796,1
1233,4213,1
4029,61,1
3070,1839,1
2869,4018,1
942,4375,1
48,3221,1
5832,564,1
5832,4290,1
5832,2013,1
4654,1148,1
6965,2778,1
6965,4292,1
6965,2285,1
6965,2029,1
6965,1229,1
6965,996,1
3,2100,1
4970,4377,1
4618,4466,1
5303,1693,1
6638,276,1
6638,4383,1
4977,557,1
4829,1555,1
2643,3289,1
2231,494,1
2638,27,1
968,2071,1
1016,1661,1
1016,611,1
1016,1900,1
3755,3236,1
3755,1719,1
4731,3010,1
602,2768,1
1315,785,1
2562,3237,1
3796,4502,1
6480,3635,1
6480,780,1
7324,840,1
446,2728,1
2504,2124,1
2301,4635,1
6967,2743,1
3551,2697,1
3551,3620,1
3551,2768,1
3551,3723,1
3551,4739,1
3551,3148,1
3551,2712,1
3551,4038,1
6071,3323,1
5202,4018,1
3405,157,1
3405,2072,1
4361,4481,1
5847,3786,1
5043,4124,1
6338,3553,1
6707,204,1
6557,1550,1
1197,183,1
711,3800,1
4277,3906,1
6140,3906,1
6515,1538,1
3208,2670,1
3252,2592,1
306,1753,1
306,3714,1
2749,2013,1
2169,61,1
2352,635,1
3351,785,1
6871,4719,1
5796,3135,1
1732,3240,1
1732,2420,1
4485,2757,1
6340,2507,1
7106,299,1
7106,3326,1
7106,2960,1
7106,3187,1
7106,3873,1
7106,4303,1
7106,2376,1
7106,87,1
7106,3149,1
7106,1997,1
7106,3151,1
7106,2533,1
7106,784,1
7106,3423,1
7106,4483,1
7106,3358,1
7106,1296,1
999,3414,1
3841,1054,1
239,3187,1
239,3873,1
239,3423,1
4846,2608,1
3608,1900,1
1776,2100,1
820,4512,1
7027,141,1
6524,610,1
6524,4124,1
5685,4243,1
5685,3440,1
6005,4049,1
4941,4737,1
6590,2013,1
2148,3808,1
2148,4143,1
2148,2846,1
2148,2695,1
4831,554,1
6769,3328,1
173,2990,1
173,4275,1
173,882,1
4087,3010,1
6863,2304,1
6251,2356,1
4081,1252,1
964,2013,1
2979,930,1
506,4428,1
6162,507,1
5329,1732,1
450,3154,1
450,4320,1
3789,4740,1
5414,1405,1
280,232,1
280,3323,1
1049,2820,1
3019,785,1
3019,1555,1
3019,2976,1
3019,3008,1
3019,1928,1
3019,162,1
3019,635,1
3019,790,1
3019,2886,1
3019,462,1
3019,1396,1
1024,2101,1
1024,4399,1
1024,2889,1
1024,1671,1
1024,2749,1
1024,14,1
5558,2976,1
3751,279,1
6110,111,1
6110,2029,1
7366,204,1
1632,4424,1
7011,2029,1
6569,1299,1
6569,635,1
6569,785,1
4664,2608,1
475,958,1
4256,2356,1
7163,1513,1
4505,2592,1
4505,4132,1
4482,2316,1
4482,1644,1
4482,2104,1
6259,3836,1
3520,610,1
3520,2688,1
3520,4124,1
3520,2826,1
3520,1424,1
2498,972,1
6514,2006,1
6037,2688,1
6037,3089,1
6037,2856,1
6037,2310,1
6037,2591,1
6037,730,1
6037,1966,1
6037,736,1
6037,3806,1
6037,3620,1
6037,3237,1
6037,3919,1
6037,1004,1
6037,1301,1
6037,141,1
6037,2832,1
6037,1543,1
6037,2558,1
6037,1403,1
6037,4463,1
6037,2750,1
6037,2668,1
6037,4563,1
6037,2420,1
6037,4129,1
6037,2500,1
6037,2721,1
6037,2130,1
6037,3635,1
6037,1055,1
6037,737,1
6037,3959,1
6037,3550,1
6037,1932,1
6037,3511,1
6037,2217,1
6037,3459,1
6037,2392,1
6037,4429,1
6037,2578,1
6037,3144,1
6037,4359,1
6037,597,1
6037,819,1
6037,3672,1
6037,2634,1
6037,1734,1
6037,2712,1
6037,3751,1
6037,4687,1
6037,2522,1
6037,2277,1
6037,1288,1
6037,1551,1
6037,4554,1
6037,2574,1
6037,644,1
6037,623,1
6037,1150,1
6037,4718,1
6037,922,1
6037,3214,1
6037,3324,1
6037,4126,1
6037,1766,1
6037,4338,1
6037,414,1
6037,3424,1
6037,412,1
6037,1747,1
6037,2845,1
6037,16,1
6037,3502,1
6037,1349,1
6037,4046,1
6037,1553,1
6037,3381,1
6037,2738,1
6037,2098,1
6037,748,1
6037,742,1
6037,1068,1
6037,3167,1
6037,4035,1
6037,1428,1
6037,4163,1
7289,7,1
7289,1667,1
7289,1702,1
6823,3408,1
5334,689,1
5334,3742,1
6632,2486,1
6632,415,1
6632,3007,1
6632,2875,1
6632,3602,1
6632,417,1
6632,2980,1
6632,2910,1
6632,2620,1
4636,2171,1
1942,4049,1
4479,582,1
3477,4601,1
3477,3868,1
3477,946,1
1870,494,1
3687,3353,1
480,1299,1
480,635,1
480,785,1
1785,110,1
3426,3153,1
3426,1748,1
5044,1682,1
6629,2130,1
3448,2787,1
4186,1885,1
4774,1888,1
4774,2938,1
4774,4739,1
6088,4731,1
4648,3396,1
4648,1468,1
4648,1953,1
1298,913,1
2695,635,1
943,511,1
447,3154,1
3660,2061,1
3660,3527,1
4187,61,1
7367,1434,1
7032,437,1
4028,61,1
128,2061,1
1644,1287,1
2161,2244,1
2418,887,1
4493,582,1
3404,4750,1
6905,3154,1
6672,2358,1
1301,3110,1
2877,1142,1
5440,1549,1
5440,4213,1
6033,2492,1
1802,3408,1
5456,3190,1
912,4238,1
3372,2255,1
5197,3346,1
6143,61,1
5907,47,1
3626,2970,1
1519,3308,1
1519,2800,1
1519,1850,1
1519,2575,1
1519,2120,1
1519,2509,1
4371,120,1
4371,780,1
4371,3478,1
4371,2827,1
4371,1666,1
1602,187,1
1602,4074,1
1602,2259,1
1602,4600,1
1602,3525,1
191,1763,1
67,802,1
1744,893,1
5957,2291,1
4549,635,1
1723,2698,1
1723,3167,1
875,4561,1
3674,4002,1
1410,2013,1
3959,204,1
3776,2531,1
6908,1886,1
4744,27,1
3460,2456,1
3460,2164,1
3460,1605,1
3460,2435,1
3460,3894,1
3460,1328,1
3550,209,1
5481,2912,1
1637,748,1
5920,4018,1
5920,602,1
5920,1721,1
2354,2079,1
2354,4148,1
2354,3518,1
2354,867,1
2519,3616,1
6909,3438,1
6909,1010,1
1063,2520,1
2706,64,1
620,1626,1
6803,3408,1
5317,1528,1
1733,1753,1
1594,2291,1
2289,1292,1
88,3495,1
2060,3414,1
6512,504,1
3430,635,1
2727,1055,1
1891,2316,1
1462,2688,1
1462,2722,1
1462,4025,1
1462,4701,1
1462,3619,1
1462,4682,1
1462,3237,1
1462,1138,1
1462,149,1
1462,3616,1
1462,395,1
1462,1297,1
1462,737,1
1462,2367,1
1462,1185,1
1462,2578,1
1462,3941,1
1462,71,1
1462,4695,1
1462,801,1
1462,3614,1
1462,2357,1
1462,3009,1
1462,537,1
1462,1960,1
1462,408,1
1462,1269,1
1462,947,1
1462,1153,1
1462,862,1
1462,2906,1
1462,464,1
1462,2915,1
1462,3962,1
1462,595,1
1462,2814,1
1462,923,1
1462,103,1
1462,868,1
1462,1534,1
1462,360,1
1462,3632,1
1462,3781,1
1462,914,1
1462,1040,1
1462,1179,1
1462,1687,1
1462,3313,1
1462,3530,1
1462,714,1
1462,3786,1
1462,3246,1
1462,1413,1
1462,1651,1
6924,193,1
6799,204,1
1382,635,1
5536,2294,1
5536,3369,1
4504,1149,1
14,1859,1
3312,61,1
3312,1292,1
3312,1778,1
3312,4005,1
2141,3835,1
2141,3201,1
2141,1461,1
2141,481,1
2141,3751,1
4960,3255,1
397,2435,1
397,3552,1
397,415,1
397,3894,1
4944,1263,1
2542,2699,1
4258,27,1
3824,1788,1
3824,4144,1
3014,2689,1
3480,2013,1
2102,27,1
3647,4002,1
953,494,1
6521,1039,1
6953,2397,1
6953,3423,1
2611,4214,1
1027,510,1
2651,4104,1
2651,3408,1
2651,3571,1
2651,4570,1
2651,353,1
6662,2101,1
6662,3517,1
6798,2834,1
5252,204,1
3190,4586,1
697,1284,1
1320,2595,1
3702,3222,1
6912,27,1
347,849,1
2193,312,1
2193,2290,1
2193,2532,1
2193,2408,1
2193,1247,1
2193,921,1
2193,872,1
2718,2013,1
831,1380,1
6997,716,1
5084,1292,1
6637,1538,1
933,4124,1
7222,2013,1
579,1839,1
452,1778,1
7282,2894,1
7282,2095,1
7282,949,1
7282,598,1
7282,410,1
7282,2207,1
4661,736,1
4661,4176,1
3804,4049,1
6957,3571,1
5275,2568,1
5275,3235,1
5275,2791,1
5275,3899,1
5275,2455,1
5275,3707,1
6734,4099,1
6734,2029,1
4889,3103,1
4889,2811,1
3390,3394,1
3390,2595,1
3390,3574,1
3390,3676,1
3390,3479,1
5765,4484,1
5765,1198,1
5765,2251,1
5765,2879,1
5765,4623,1
5765,2095,1
5765,780,1
5765,4060,1
5765,4486,1
5765,603,1
5765,2017,1
5765,3274,1
5765,2579,1
5765,2376,1
5765,83,1
5765,3104,1
5765,2501,1
5765,4630,1
5765,3467,1
5765,22,1
5765,1024,1
5765,2775,1
5765,2829,1
4967,3495,1
2214,4482,1
1533,3255,1
4159,2255,1
4159,3503,1
4159,1412,1
4159,3601,1
4159,4256,1
4159,124,1
4159,1279,1
4159,2397,1
4159,3423,1
5729,1429,1
4337,582,1
1825,4512,1
3284,4429,1
3317,2468,1
3443,279,1
110,4240,1
1762,4124,1
1374,27,1
5890,1143,1
2326,810,1
314,635,1
1680,2093,1
1680,656,1
5188,2659,1
1670,981,1
5391,569,1
2580,1932,1
5922,2088,1
4355,2722,1
4355,4729,1
4355,279,1
4355,1292,1
4355,4741,1
4355,1185,1
4355,2180,1
4355,592,1
4355,505,1
4355,3119,1
4264,563,1
5636,850,1
5636,440,1
5636,3475,1
3678,2101,1
1046,4179,1
1046,2023,1
6225,1297,1
6225,1472,1
5341,3323,1
1869,1284,1
1869,958,1
1869,1658,1
1898,2356,1
2276,204,1
4198,825,1
4198,3730,1
4261,3403,1
105,2787,1
3506,2101,1
5850,2956,1
1934,202,1
1375,1186,1
3919,4544,1
6203,1839,1
1734,610,1
1734,4484,1
1734,61,1
1734,1107,1
1734,141,1
1734,3593,1
1734,1885,1
1734,3449,1
1734,4203,1
1734,1563,1
1734,1570,1
1734,657,1
1734,3880,1
1734,2321,1
1734,1572,1
1734,4156,1
1734,2370,1
1734,651,1
1734,772,1
1734,4513,1
1734,820,1
1734,3395,1
1734,1117,1
1734,1261,1
1734,477,1
1734,3999,1
3667,2715,1
802,4383,1
4895,2369,1
4658,1886,1
5606,1132,1
6737,3095,1
4710,635,1
4460,1368,1
4460,2708,1
4460,3799,1
4460,635,1
4460,166,1
4460,4536,1
2381,2868,1
4903,2029,1
302,4597,1
302,1192,1
2786,2620,1
2786,4065,1
456,4311,1
456,21,1
456,816,1
456,4359,1
456,3310,1
456,1992,1
456,2461,1
3640,204,1
2426,3603,1
2499,27,1
2499,3216,1
2499,1261,1
4134,4298,1
5405,2960,1
5405,1436,1
5405,3868,1
5405,3601,1
5405,4068,1
5405,4156,1
5405,2776,1
5405,2104,1
5405,3149,1
5405,1588,1
5405,3776,1
5405,189,1
5405,2265,1
5405,1343,1
5405,2161,1
5405,1531,1
6719,2536,1
3920,204,1
5721,3532,1
1905,1148,1
3379,2757,1
4566,1244,1
4566,3927,1
4566,1900,1
4566,3325,1
4566,1740,1
4566,4237,1
4566,1893,1
4566,491,1
559,1261,1
2833,802,1
4862,482,1
4862,531,1
4862,3676,1
4862,2830,1
4862,817,1
4862,283,1
4862,4395,1
1767,374,1
1767,9,1
1767,3948,1
1767,2726,1
1767,1333,1
1767,3425,1
1767,2269,1
1767,3067,1
1767,4479,1
1999,1217,1
3194,2343,1
6447,1138,1
3849,3545,1
882,2654,1
3787,1049,1
3787,4284,1
3787,1066,1
3787,3261,1
3787,3975,1
2240,1227,1
3797,2721,1
144,972,1
5158,635,1
782,3237,1
782,2853,1
782,3827,1
782,3241,1
782,3133,1
782,3597,1
782,4166,1
6434,3255,1
6241,504,1
2246,2178,1
1499,1934,1
1499,1563,1
2005,2349,1
2546,3462,1
2546,1839,1
2546,1810,1
1774,2765,1
4286,4559,1
4389,1641,1
2233,2599,1
2233,4048,1
2233,146,1
2244,1058,1
2244,374,1
2244,2761,1
2244,3593,1
2244,1337,1
2244,1660,1
2244,4376,1
2244,1661,1
2244,3325,1
2244,2330,1
2244,1001,1
2244,2770,1
2244,4549,1
2244,2691,1
2244,491,1
2804,530,1
3519,1513,1
6419,3187,1
6419,3873,1
1968,4258,1
3265,47,1
6210,3792,1
6729,635,1
2323,2426,1
5079,4635,1
6842,504,1
4983,582,1
3415,3376,1
3415,582,1
775,610,1
775,2688,1
436,904,1
436,2568,1
6862,3886,1
1247,4693,1
6323,3095,1
3298,1263,1
2256,3095,1
6666,1217,1
4982,2801,1
4982,3068,1
2517,433,1
2517,2688,1
2517,1956,1
2517,636,1
2517,4608,1
2517,3323,1
2517,305,1
2517,1888,1
2517,3045,1
2517,4535,1
2517,1869,1
2517,3619,1
2517,2443,1
2517,3767,1
2517,210,1
2517,4669,1
2517,1302,1
2517,1025,1
2517,3240,1
2517,1574,1
2517,3791,1
2517,4131,1
2517,4218,1
2517,2053,1
2517,2515,1
2517,3058,1
2517,2828,1
2517,4390,1
2517,167,1
2517,3073,1
2517,1160,1
2517,737,1
2517,3001,1
2517,1596,1
2517,3115,1
2517,2578,1
2517,4138,1
2517,3480,1
2517,1990,1
2517,1786,1
2517,2037,1
2517,4687,1
2517,2522,1
2517,1553,1
2517,2957,1
2517,1717,1
2517,4673,1
2517,3332,1
2517,1718,1
2517,4488,1
2517,3976,1
2517,77,1
2517,338,1
2517,4763,1
2517,30,1
2517,2162,1
2517,1285,1
2517,2200,1
2517,4142,1
2517,742,1
659,3959,1
659,1103,1
5663,3913,1
6725,510,1
4975,1195,1
4975,2662,1
4975,1956,1
4975,2068,1
4975,179,1
4975,1526,1
4975,1442,1
4975,2213,1
545,3732,1
5951,1198,1
5951,2095,1
7252,4563,1
4444,4740,1
6966,4635,1
6966,4088,1
5047,1875,1
4315,569,1
4921,785,1
4265,1181,1
5194,1367,1
716,204,1
120,4701,1
5116,4116,1
6064,2750,1
1706,4049,1
215,2569,1
6659,2071,1
6659,2316,1
4364,1853,1
2437,1431,1
2437,3154,1
1654,3593,1
3963,4402,1
4885,1839,1
3111,4737,1
3912,3636,1
1920,2787,1
3759,3873,1
408,3561,1
408,3462,1
408,204,1
408,1839,1
408,1810,1
408,1957,1
408,1398,1
408,1774,1
408,2548,1
408,3856,1
408,2883,1
408,4586,1
3624,4752,1
1025,4127,1
1025,3449,1
1025,3431,1
1025,4693,1
1025,1955,1
1025,1287,1
3450,2014,1
7304,1058,1
7304,4003,1
7304,1900,1
589,4390,1
4605,3255,1
7039,2608,1
855,1538,1
4502,2897,1
997,3101,1
3387,3906,1
3836,3320,1
3836,2476,1
5511,582,1
1737,1636,1
1737,3343,1
5075,3237,1
5075,277,1
5075,4429,1
5222,141,1
178,2938,1
3451,95,1
5312,4701,1
6960,1753,1
6355,2013,1
2574,27,1
989,913,1
6224,1513,1
6224,3384,1
2800,748,1
1564,4460,1
4268,2356,1
5106,4377,1
4141,21,1
4141,1479,1
4137,1120,1
4137,3038,1
335,2990,1
1141,4466,1
2183,494,1
2183,2331,1
2183,2168,1
2183,2310,1
2183,2097,1
2183,1285,1
688,3484,1
2930,1184,1
2930,2332,1
913,3155,1
913,281,1
4694,4696,1
2131,2304,1
5691,2356,1
3093,4243,1
3093,3545,1
6815,1359,1
3721,1106,1
3721,3834,1
3721,290,1
1697,3237,1
2997,635,1
112,3099,1
112,3385,1
5070,4049,1
6714,494,1
4107,2283,1
4107,4018,1
7041,499,1
6309,107,1
6309,3520,1
7206,392,1
4800,3667,1
4800,3550,1
4800,2896,1
4800,3843,1
4800,3661,1
23,3553,1
23,2518,1
23,1780,1
3074,3868,1
384,3636,1
384,2631,1
384,3259,1
7023,64,1
5589,1886,1
732,1120,1
732,3038,1
4643,2304,1
6357,192,1
6357,1281,1
2963,11,1
107,2536,1
626,3236,1
626,314,1
1329,1151,1
1881,1839,1
4010,918,1
4010,4076,1
4010,609,1
4010,2440,1
5641,2841,1
2725,4048,1
5809,392,1
5336,2468,1
1440,4127,1
28,4685,1
28,3389,1
5237,2013,1
4114,1347,1
4114,1170,1
4522,4633,1
533,27,1
2132,635,1
6776,27,1
417,3822,1
417,1693,1
417,1564,1
4657,27,1
1921,109,1
1921,2131,1
1921,1224,1
1921,3308,1
1921,4027,1
1921,4385,1
1921,3020,1
2099,279,1
2099,54,1
6359,2291,1
7157,2061,1
5555,2362,1
6366,4179,1
6366,2244,1
4673,2595,1
3202,2059,1
3202,877,1
3202,635,1
3202,1464,1
4174,4243,1
3246,3110,1
6010,2697,1
5742,4244,1
5742,4302,1
5060,3200,1
4508,892,1
4508,4195,1
4508,2552,1
4508,508,1
6406,4375,1
4635,1636,1
4635,1239,1
4635,970,1
4635,4121,1
4635,1517,1
4635,4386,1
4635,633,1
4635,579,1
4635,184,1
4635,2441,1
4635,1095,1
3889,656,1
5642,1763,1
1391,3135,1
5673,3031,1
1059,1004,1
1221,4466,1
5453,2013,1
7253,1106,1
4824,3797,1
2744,2990,1
2744,2888,1
6680,2566,1
6680,392,1
899,2141,1
899,511,1
2420,1763,1
7146,2976,1
842,4207,1
3011,2545,1
564,2482,1
1712,1217,1
1540,635,1
1540,2408,1
5830,3826,1
4946,2188,1
262,4298,1
7070,145,1
6566,2645,1
2774,1107,1
570,3941,1
639,3057,1
639,2854,1
6094,3867,1
6094,378,1
2199,204,1
104,1513,1
3568,3414,1
1248,1292,1
1248,4041,1
1248,1149,1
1248,3935,1
6589,3930,1
6589,4049,1
6589,2546,1
6589,3774,1
6589,1384,1
6589,967,1
6589,1764,1
6589,3721,1
6589,2788,1
6589,3243,1
6589,4349,1
6589,4470,1
6589,207,1
6589,871,1
6589,452,1
3709,1106,1
7203,1839,1
2029,374,1
6492,4104,1
6492,3408,1
5981,3340,1
141,1394,1
6846,1292,1
3610,4049,1
504,2518,1
5823,1874,1
5129,1732,1
5129,2635,1
468,2036,1
5524,780,1
6796,4127,1
6796,3284,1
7046,214,1
863,4003,1
863,1660,1
863,2331,1
863,2811,1
863,481,1
863,1613,1
863,4672,1
863,2298,1
863,421,1
863,3241,1
863,3278,1
863,2691,1
863,4166,1
799,2441,1
3500,9,1
3500,527,1
3500,4713,1
4877,517,1
2764,854,1
5740,1120,1
5740,3038,1
5463,2469,1
3103,4719,1
2575,3323,1
4806,521,1
4313,27,1
2041,737,1
289,4424,1
1675,1778,1
2034,4217,1
2088,2970,1
5604,305,1
1034,1137,1
5152,1170,1
4905,1693,1
2443,4124,1
2443,2688,1
1469,1612,1
1469,496,1
1275,258,1
1275,469,1
1275,4126,1
1272,2688,1
5527,2507,1
5434,2013,1
6182,4049,1
1325,2786,1
2158,1436,1
3780,4266,1
5157,617,1
5157,3202,1
5157,2474,1
5157,2040,1
5157,1686,1
5157,1753,1
5157,2726,1
5157,3255,1
5157,1209,1
5157,2684,1
5157,3014,1
5157,2124,1
5157,884,1
5157,1460,1
5157,4323,1
5157,3474,1
5157,2492,1
5157,1982,1
1468,3906,1
75,2723,1
75,2381,1
4143,2689,1
742,582,1
1831,3692,1
3537,792,1
2720,785,1
2026,2180,1
1562,2826,1
1562,4057,1
2633,2079,1
5961,1143,1
978,2291,1
4285,913,1
172,1148,1
2904,1839,1
525,714,1
5528,1228,1
5864,1348,1
5864,2101,1
5864,3808,1
5864,4105,1
5864,2684,1
5864,3314,1
5864,260,1
5864,1640,1
5864,10,1
4804,1780,1
1883,2662,1
2626,4586,1
1592,193,1
1592,812,1
993,826,1
1023,3309,1
1023,4419,1
6770,1528,1
6171,2608,1
1990,1106,1
1990,4041,1
1990,1780,1
835,340,1
835,2381,1
835,1483,1
835,3153,1
835,1748,1
3090,3340,1
3013,3340,1
6344,4031,1
6344,299,1
6344,1753,1
6344,3087,1
6344,1853,1
6344,4623,1
6344,557,1
6344,3855,1
6344,1529,1
6344,3541,1
6344,4738,1
6344,828,1
6344,532,1
7248,1382,1
3381,4213,1
3381,3020,1
3381,758,1
3381,2622,1
3381,1752,1
3381,497,1
3144,2970,1
7244,3735,1
7244,4266,1
7244,1104,1
7244,2254,1
7244,4541,1
1899,3495,1
3584,3201,1
3584,4750,1
3584,1104,1
3584,2254,1
1190,2558,1
1190,494,1
1190,2331,1
1190,1851,1
2061,3164,1
3955,582,1
55,4512,1
55,1675,1
55,2321,1
55,1780,1
7246,2946,1
3937,3501,1
6541,4002,1
6613,1528,1
2012,1058,1
6593,3873,1
6593,2255,1
6593,501,1
6593,2104,1
6593,263,1
5507,3031,1
5507,3087,1
5507,4425,1
4284,1107,1
4284,3801,1
4284,3051,1
3166,4143,1
5349,1538,1
1464,2931,1
6049,785,1
5019,3340,1
4632,4740,1
2506,2938,1
3391,873,1
2066,2061,1
1061,4572,1
2451,1715,1
4450,582,1
895,2059,1
895,3160,1
895,504,1
895,2563,1
895,4011,1
895,606,1
895,614,1
895,1096,1
895,1250,1
895,1780,1
895,103,1
895,4081,1
895,1421,1
895,4646,1
895,748,1
895,1516,1
5779,2817,1
6702,2752,1
6702,2620,1
6702,2793,1
